Date,City,State,Temperature_Max (°C),Temperature_Min (°C),Temperature_Avg (°C),Humidity (%),Rainfall (mm),Wind_Speed (km/h),AQI,AQI_Category,Pressure (hPa),Cloud_Cover (%)
10-12-2024,Bengaluru,Karnataka,30.2,16.1,23.2,50,0,7.4,46,Good,1016.3,75
10-12-2024,Chennai,Tamil Nadu,26.2,12,19.1,87.8,5.1,5.2,270,Poor,1012.9,50.2
10-12-2024,Kolkata,West Bengal,25.6,14.7,20.1,66.2,57.4,22.4,235,Poor,1004.3,18.1
10-12-2024,Hyderabad,Telangana,42.5,36.7,39.6,66.3,1.2,17.7,65,Satisfactory,1011,86.6
10-12-2024,Ahmedabad,Gujarat,27.1,13.5,20.3,62.7,61.7,17.9,129,Moderate,1017.7,31.8
10-12-2024,Jaipur,Rajasthan,42.3,31.1,36.7,45.2,0,17.1,248,Poor,991.5,33.9
10-12-2024,Lucknow,Uttar Pradesh,28,20.8,24.4,87.1,0,9.9,189,Moderate,1010.1,19.8
10-12-2024,Bhopal,Madhya Pradesh,33.2,23.4,28.3,36.9,77.5,11.8,76,Satisfactory,1017.6,67.3
11-12-2024,Mumbai,Maharashtra,30.9,22.8,26.9,68.7,5.8,21.7,143,Moderate,1021.2,81.1
11-12-2024,Delhi,Delhi,29.3,18.6,23.9,74.8,69.4,15.1,47,Good,1006,85.1
11-12-2024,Bengaluru,Karnataka,27.6,14.1,20.9,77.6,0,16.6,128,Moderate,1012.2,22.5
11-12-2024,Chennai,Tamil Nadu,43.3,36.5,39.9,41.3,16.5,4.3,289,Poor,1011.6,37.3
11-12-2024,Kolkata,West Bengal,36.8,27.9,32.4,94,50.4,17.9,46,Good,1015.9,8
11-12-2024,Hyderabad,Telangana,25.7,10.8,18.3,93.7,0,9.6,308,Very Poor,1003,76.1
11-12-2024,Ahmedabad,Gujarat,39.9,28.5,34.2,79.8,0,8.5,220,Poor,1013.8,96.1
11-12-2024,Jaipur,Rajasthan,43.3,38.1,40.7,81.6,54.2,15.6,212,Poor,998.4,25.5
11-12-2024,Lucknow,Uttar Pradesh,43.1,37.4,40.3,69.3,0,10.4,101,Moderate,999.6,23.8
11-12-2024,Bhopal,Madhya Pradesh,27.6,16.5,22.1,74.7,47.3,22.3,312,Very Poor,1023.5,41.9
12-12-2024,Mumbai,Maharashtra,40.3,31.9,36.1,36.9,0,13.5,223,Poor,1013.8,93
12-12-2024,Delhi,Delhi,38.4,30.3,34.4,74.7,0,12.8,335,Very Poor,1005.1,82.1
12-12-2024,Bengaluru,Karnataka,31.5,21.8,26.7,75.9,0,10.5,97,Satisfactory,1009.3,44.7
12-12-2024,Chennai,Tamil Nadu,25.7,13.9,19.8,94.5,9.2,7.9,259,Poor,1011.8,10.8
12-12-2024,Kolkata,West Bengal,44.4,30.8,37.6,64.7,0,20.2,70,Satisfactory,999.4,88.3
12-12-2024,Hyderabad,Telangana,28.6,16.4,22.5,41.4,1.7,8.2,219,Poor,1019.4,81.8
12-12-2024,Ahmedabad,Gujarat,37.9,32.5,35.2,53.9,0,10.2,323,Very Poor,1015.5,61.8
12-12-2024,Jaipur,Rajasthan,27.9,22.3,25.1,64.7,0,13.2,173,Moderate,1002.7,40.6
12-12-2024,Lucknow,Uttar Pradesh,25.3,19.5,22.4,62.8,0,4.3,50,Good,998.2,38.9
12-12-2024,Bhopal,Madhya Pradesh,27.8,19.6,23.7,50.2,0,4.9,338,Very Poor,1012.2,81.4
13-12-2024,Mumbai,Maharashtra,25.1,16,20.6,77.7,8.3,8.6,89,Satisfactory,992.6,51.5
13-12-2024,Delhi,Delhi,39.7,27.3,33.5,84.7,0,12.8,206,Poor,1014.3,41.3
13-12-2024,Bengaluru,Karnataka,35.5,28.8,32.2,70.5,4.4,4.6,66,Satisfactory,1007.1,71.7
13-12-2024,Chennai,Tamil Nadu,40.8,33.6,37.2,62.7,0,2.2,193,Moderate,994.7,60
13-12-2024,Kolkata,West Bengal,32.3,18,25.2,51.6,0,13,179,Moderate,1001.8,91.3
13-12-2024,Hyderabad,Telangana,35.6,24,29.8,34.4,7.8,19.8,291,Poor,1020.6,42.3
13-12-2024,Ahmedabad,Gujarat,30.2,18.6,24.4,36.7,0,2.7,268,Poor,1012.1,35.1
13-12-2024,Jaipur,Rajasthan,25.9,18.8,22.3,56.5,19.2,8.5,312,Very Poor,1015.2,25.9
13-12-2024,Lucknow,Uttar Pradesh,32.8,18.7,25.8,52.2,0,4.8,51,Satisfactory,998.2,79.4
13-12-2024,Bhopal,Madhya Pradesh,34.8,24.5,29.6,74.8,0,8.1,79,Satisfactory,1007.5,91.6
14-12-2024,Mumbai,Maharashtra,28.4,16.7,22.5,54.4,79.8,10.1,68,Satisfactory,1007.6,90.9
14-12-2024,Delhi,Delhi,34,25.3,29.7,49.2,0,21.1,122,Moderate,1007.1,87.9
14-12-2024,Bengaluru,Karnataka,29.5,22,25.7,65,20.3,22.7,329,Very Poor,1012.2,89.7
14-12-2024,Chennai,Tamil Nadu,38.5,28.3,33.4,87.3,0,12.3,311,Very Poor,1022.7,67.6
14-12-2024,Kolkata,West Bengal,40.2,32.1,36.1,76.7,2,16.1,272,Poor,1018.9,29.2
14-12-2024,Hyderabad,Telangana,29,18.6,23.8,58.2,0,17.3,198,Moderate,1009.5,57.2
14-12-2024,Ahmedabad,Gujarat,43.9,29.5,36.7,53.4,0,9,237,Poor,998.1,26.2
14-12-2024,Jaipur,Rajasthan,32.7,26,29.3,87.7,0,3.3,108,Moderate,993.7,31.2
14-12-2024,Lucknow,Uttar Pradesh,42.5,27.6,35,83.1,7.3,23.8,90,Satisfactory,1011,19.7
14-12-2024,Bhopal,Madhya Pradesh,36.7,28.3,32.5,89.2,0,13.5,158,Moderate,1005.1,72.1
15-12-2024,Mumbai,Maharashtra,44.5,32.8,38.7,72.9,0,20.6,71,Satisfactory,995.7,48.4
15-12-2024,Delhi,Delhi,37.5,27.8,32.6,70.9,0,21.3,345,Very Poor,1009.3,51.5
15-12-2024,Bengaluru,Karnataka,30.7,20.4,25.5,74.4,1.3,7.4,248,Poor,1007.3,64.9
15-12-2024,Chennai,Tamil Nadu,39.6,25.9,32.7,55.5,0,24.3,249,Poor,1020.3,32.5
15-12-2024,Kolkata,West Bengal,39.4,30,34.7,86.1,0,11.4,231,Poor,1005.2,74.7
15-12-2024,Hyderabad,Telangana,26.7,18.6,22.7,60.7,0,4.7,282,Poor,1000.3,29.2
15-12-2024,Ahmedabad,Gujarat,28.6,19,23.8,73.6,79.9,18.5,307,Very Poor,1016.1,77.1
15-12-2024,Jaipur,Rajasthan,44,34.6,39.3,57.1,4.7,22,344,Very Poor,1006,39.5
15-12-2024,Lucknow,Uttar Pradesh,29.6,22.4,26,76.5,0,5.9,183,Moderate,1010.3,40.5
15-12-2024,Bhopal,Madhya Pradesh,28.9,16.2,22.6,50.5,0,12.7,320,Very Poor,1008.5,96.9
16-12-2024,Mumbai,Maharashtra,37.2,31.8,34.5,69.8,0,21.3,182,Moderate,1023,44.6
16-12-2024,Delhi,Delhi,36.8,29.8,33.3,90.3,4.4,7,248,Poor,995,58.5
16-12-2024,Bengaluru,Karnataka,36.4,24.8,30.6,37.5,35,3.1,344,Very Poor,1000.4,94.5
16-12-2024,Chennai,Tamil Nadu,41.5,35.7,38.6,66.5,0,6.5,254,Poor,1007.1,20
16-12-2024,Kolkata,West Bengal,41.4,29.4,35.4,58.6,0,13.3,163,Moderate,992.1,14.1
16-12-2024,Hyderabad,Telangana,43.9,29.8,36.8,60.3,0,6.8,220,Poor,992.9,69
16-12-2024,Ahmedabad,Gujarat,30.8,18,24.4,80.4,16.8,17.4,165,Moderate,998.6,63
16-12-2024,Jaipur,Rajasthan,37.7,28,32.8,61.6,0,3.5,125,Moderate,1000.7,45.9
16-12-2024,Lucknow,Uttar Pradesh,38,31.1,34.6,75.8,7.8,24.1,227,Poor,996.7,91.4
16-12-2024,Bhopal,Madhya Pradesh,36.8,31.3,34.1,78.6,4.8,14,89,Satisfactory,999.2,18.4
17-12-2024,Mumbai,Maharashtra,42.3,36.1,39.2,55,0,24.9,70,Satisfactory,1015.8,85.8
17-12-2024,Delhi,Delhi,30.1,23.7,26.9,60.1,0,16.1,55,Satisfactory,998.1,50.5
17-12-2024,Bengaluru,Karnataka,38.6,28.2,33.4,72.1,2.8,18.5,69,Satisfactory,1010.3,64.7
17-12-2024,Chennai,Tamil Nadu,42.1,29.4,35.8,68.4,9.2,24.1,267,Poor,1000.9,6.5
17-12-2024,Kolkata,West Bengal,25.1,11.4,18.3,33.7,0,22.7,128,Moderate,1016.1,37.3
17-12-2024,Hyderabad,Telangana,39.7,26.4,33,76.5,26,19.2,216,Poor,1008.1,53.6
17-12-2024,Ahmedabad,Gujarat,41.6,29.1,35.4,85.7,53.7,7.3,323,Very Poor,1005.5,64
17-12-2024,Jaipur,Rajasthan,25.3,18.2,21.8,45.2,0,22.4,307,Very Poor,1012.3,27.9
17-12-2024,Lucknow,Uttar Pradesh,37.6,30.5,34,53.5,0,5.3,279,Poor,1018.1,34.2
17-12-2024,Bhopal,Madhya Pradesh,38,30.3,34.1,43.8,0,16.2,238,Poor,1011,60.7
18-12-2024,Mumbai,Maharashtra,41.3,27.2,34.2,45,0,17,171,Moderate,1007,77
18-12-2024,Delhi,Delhi,27.6,13.8,20.7,35.4,29.4,11.6,237,Poor,1007.6,78.1
18-12-2024,Bengaluru,Karnataka,41.8,32,36.9,93.2,0,23.4,274,Poor,1014,64
18-12-2024,Chennai,Tamil Nadu,36.2,29.6,32.9,50.7,0,19.4,299,Poor,995.7,11.1
18-12-2024,Kolkata,West Bengal,37.3,30.6,34,82.4,0,5.6,212,Poor,1019.2,53.4
18-12-2024,Hyderabad,Telangana,42.7,37.5,40.1,34.3,1.7,16.6,85,Satisfactory,997.4,19.2
18-12-2024,Ahmedabad,Gujarat,44.1,32.1,38.1,68.1,0,25,222,Poor,1016.4,64
18-12-2024,Jaipur,Rajasthan,35.1,27.5,31.3,44.7,0,14.9,43,Good,1022.2,91.9
18-12-2024,Lucknow,Uttar Pradesh,27.1,16.3,21.7,85.2,9.5,6.6,229,Poor,992.5,9.5
18-12-2024,Bhopal,Madhya Pradesh,25.7,13.3,19.5,76.3,0,22.8,157,Moderate,1021.6,23.7
19-12-2024,Mumbai,Maharashtra,27.7,14.9,21.3,62.8,9.3,24.8,222,Poor,1013.3,11.5
19-12-2024,Delhi,Delhi,28.6,23.3,25.9,51.8,0,18.9,49,Good,990.6,6.4
19-12-2024,Bengaluru,Karnataka,29.4,20.6,25,69.5,0,6.5,284,Poor,1021.4,71.4
19-12-2024,Chennai,Tamil Nadu,27.5,21.1,24.3,37.3,8.6,13.9,236,Poor,1009.1,23.6
19-12-2024,Kolkata,West Bengal,25.9,10.9,18.4,31.7,0.6,7.9,64,Satisfactory,1006.5,6.7
19-12-2024,Hyderabad,Telangana,37.2,30.2,33.7,75.1,0,12.5,76,Satisfactory,1023.1,78.3
19-12-2024,Ahmedabad,Gujarat,35.1,20.8,27.9,58.6,0,5.4,317,Very Poor,991.6,23.6
19-12-2024,Jaipur,Rajasthan,38,25.6,31.8,70.4,25.2,13.8,159,Moderate,1006.8,99.6
19-12-2024,Lucknow,Uttar Pradesh,42.1,28.5,35.3,45.1,0,2.1,280,Poor,1007.5,63.8
19-12-2024,Bhopal,Madhya Pradesh,43.9,29.7,36.8,91.1,0,6.3,324,Very Poor,1018,44.6
20-12-2024,Mumbai,Maharashtra,25.8,12.8,19.3,38.9,0,13.2,129,Moderate,1022.9,67.5
20-12-2024,Delhi,Delhi,28.5,19.3,23.9,59.4,6.1,4.3,104,Moderate,1009.6,64.2
20-12-2024,Bengaluru,Karnataka,41.5,30.4,35.9,72,5,10.8,91,Satisfactory,998.4,11.8
20-12-2024,Chennai,Tamil Nadu,44.9,35.8,40.3,88.4,39.8,4.1,334,Very Poor,1010.8,92.3
20-12-2024,Kolkata,West Bengal,41.9,28.4,35.1,72.4,61.1,14.1,254,Poor,999.1,59.5
20-12-2024,Hyderabad,Telangana,29.2,17,23.1,68.2,0,16.3,131,Moderate,1010.5,37.1
20-12-2024,Ahmedabad,Gujarat,31.9,22,27,93.4,0,14.1,170,Moderate,997.2,73.5
20-12-2024,Jaipur,Rajasthan,39.8,30.8,35.3,37.1,0,8.1,75,Satisfactory,1022.5,67.5
20-12-2024,Lucknow,Uttar Pradesh,27.9,20.1,24,68.6,29.2,4.5,81,Satisfactory,997.3,97.2
20-12-2024,Bhopal,Madhya Pradesh,42.8,30.7,36.7,34.8,46.3,11.7,238,Poor,1005.6,15.7
21-12-2024,Mumbai,Maharashtra,29.2,23.4,26.3,94.8,2.8,20.9,67,Satisfactory,992.2,15
21-12-2024,Delhi,Delhi,25.9,14.3,20.1,68.2,6.7,14.6,285,Poor,1022.2,51.1
21-12-2024,Bengaluru,Karnataka,33.1,23.8,28.5,85.2,1.2,19.3,120,Moderate,1010.7,47.6
21-12-2024,Chennai,Tamil Nadu,43.2,34.5,38.8,81.9,0,17.4,93,Satisfactory,1001.2,8.9
21-12-2024,Kolkata,West Bengal,30.2,23.4,26.8,43.2,0,24.2,132,Moderate,1005.6,93.1
21-12-2024,Hyderabad,Telangana,33,24,28.5,65.5,5.9,13.4,287,Poor,990.2,61.2
21-12-2024,Ahmedabad,Gujarat,30,24.6,27.3,82.5,15.4,10.3,315,Very Poor,1023,66.6
21-12-2024,Jaipur,Rajasthan,40.7,35.4,38.1,34.3,0,24,159,Moderate,1000.3,51.4
21-12-2024,Lucknow,Uttar Pradesh,37.6,30.7,34.1,46.9,8.6,19.7,160,Moderate,1006.1,74.2
21-12-2024,Bhopal,Madhya Pradesh,27,18.1,22.5,40.3,0,10.3,325,Very Poor,1014.7,53.7
22-12-2024,Mumbai,Maharashtra,26.8,14.9,20.9,73.7,0,6,299,Poor,999.3,52.7
22-12-2024,Delhi,Delhi,30.7,24.1,27.4,47.7,74.9,9.1,40,Good,998.6,91
22-12-2024,Bengaluru,Karnataka,37,22.9,29.9,63.1,25.3,2.4,299,Poor,1003.8,80
22-12-2024,Chennai,Tamil Nadu,34.6,27.2,30.9,69,2.7,5.5,192,Moderate,990.2,37
22-12-2024,Kolkata,West Bengal,39.1,26.3,32.7,73.1,0,10.8,131,Moderate,1011.6,11.2
22-12-2024,Hyderabad,Telangana,33.1,22.8,28,61.6,43.1,10.7,136,Moderate,1008.4,5.3
22-12-2024,Ahmedabad,Gujarat,42.3,34,38.2,46.5,0,9,245,Poor,1003.4,80.2
22-12-2024,Jaipur,Rajasthan,33.9,23.1,28.5,79.8,0,10,93,Satisfactory,996.6,6.2
22-12-2024,Lucknow,Uttar Pradesh,41.2,30.7,35.9,52.2,0,12.7,150,Moderate,992.2,61.7
22-12-2024,Bhopal,Madhya Pradesh,33.7,24.4,29.1,71.1,0,16.3,344,Very Poor,1020.8,78.1
23-12-2024,Mumbai,Maharashtra,27.8,20.6,24.2,65.1,0,8.6,113,Moderate,999.2,95.6
23-12-2024,Delhi,Delhi,27.6,21.3,24.5,82.4,0,19.2,207,Poor,999.6,98.2
23-12-2024,Bengaluru,Karnataka,28.8,15.3,22,50.8,3,6,296,Poor,1003.4,7.9
23-12-2024,Chennai,Tamil Nadu,31.8,24.3,28.1,67.7,0,20.7,302,Very Poor,1006.3,14.6
23-12-2024,Kolkata,West Bengal,36,24.9,30.4,90.9,10.4,8.5,132,Moderate,1007.6,24.5
23-12-2024,Hyderabad,Telangana,38.7,29.4,34.1,70.8,0,19.9,158,Moderate,1015,56.3
23-12-2024,Ahmedabad,Gujarat,33.2,23.8,28.5,52.7,18.8,19.9,260,Poor,1000.4,9
23-12-2024,Jaipur,Rajasthan,39.7,25.1,32.4,46.5,0,18.6,79,Satisfactory,992.1,77.3
23-12-2024,Lucknow,Uttar Pradesh,38.9,28.6,33.8,92.1,0,22.2,80,Satisfactory,1010.8,55.8
23-12-2024,Bhopal,Madhya Pradesh,34.8,25.8,30.3,50.5,7.7,20.9,127,Moderate,1021.8,75.9
24-12-2024,Mumbai,Maharashtra,37,30.6,33.8,37.6,0,4.4,229,Poor,1009.8,25.7
24-12-2024,Delhi,Delhi,29.3,23.1,26.2,65.5,8.6,8.1,304,Very Poor,1021,40.8
24-12-2024,Bengaluru,Karnataka,34.4,26.7,30.6,46.9,15.5,8.2,40,Good,1001.7,27.2
24-12-2024,Chennai,Tamil Nadu,38.9,27.9,33.4,82.6,0,23,219,Poor,993.7,75.7
24-12-2024,Kolkata,West Bengal,32.2,26.4,29.3,69.3,0.4,18.8,139,Moderate,1024.7,29.7
24-12-2024,Hyderabad,Telangana,31.8,19.5,25.7,90.6,76.2,24.8,275,Poor,1003.2,95.1
24-12-2024,Ahmedabad,Gujarat,28.4,22.9,25.6,43.9,0,19.1,286,Poor,994.9,83.1
24-12-2024,Jaipur,Rajasthan,44.5,37.9,41.2,88.9,0,16.4,327,Very Poor,1024.8,62
24-12-2024,Lucknow,Uttar Pradesh,30.1,21.1,25.6,62.8,3.3,13,45,Good,1016.3,49.4
24-12-2024,Bhopal,Madhya Pradesh,35.9,24.6,30.2,93.8,0,5.4,272,Poor,1011.4,27
25-12-2024,Mumbai,Maharashtra,35.3,28.1,31.7,62.1,0,2.2,305,Very Poor,1011.4,97.5
25-12-2024,Delhi,Delhi,30,23.1,26.6,70.7,0,4.7,71,Satisfactory,995.3,59
25-12-2024,Bengaluru,Karnataka,29,21.7,25.4,58.9,45,2.6,136,Moderate,1012.1,84.4
25-12-2024,Chennai,Tamil Nadu,27.6,22.2,24.9,71.9,5.6,18.9,115,Moderate,999.7,76.6
25-12-2024,Kolkata,West Bengal,38.5,32.3,35.4,75,0,18.7,97,Satisfactory,992.1,20.7
25-12-2024,Hyderabad,Telangana,25.8,13.4,19.6,93.8,0,4.7,244,Poor,1009.6,97.9
25-12-2024,Ahmedabad,Gujarat,32.5,26,29.3,39.9,0,21.6,323,Very Poor,1023,89.4
25-12-2024,Jaipur,Rajasthan,25.3,10.5,17.9,53.8,0,3,291,Poor,991.4,94.6
25-12-2024,Lucknow,Uttar Pradesh,35.6,25.3,30.5,78.7,0,16.7,169,Moderate,1023.8,49.8
25-12-2024,Bhopal,Madhya Pradesh,43.1,29.1,36.1,94.5,0,2.8,228,Poor,1015.4,27.2
26-12-2024,Mumbai,Maharashtra,43.3,28.8,36.1,30.3,0,20.6,151,Moderate,1019.9,47
26-12-2024,Delhi,Delhi,34.1,22.6,28.3,53.9,0,24.2,72,Satisfactory,1011.8,88.4
26-12-2024,Bengaluru,Karnataka,30,21.8,25.9,49.7,0,24.2,209,Poor,1010.4,18.1
26-12-2024,Chennai,Tamil Nadu,44.9,34.2,39.5,30.1,9.3,13.8,327,Very Poor,1001.4,31.9
26-12-2024,Kolkata,West Bengal,43.2,33.1,38.2,46.8,0,9.1,271,Poor,991.5,48.2
26-12-2024,Hyderabad,Telangana,42.8,32,37.4,77,3.7,18.7,326,Very Poor,1004.9,56.6
26-12-2024,Ahmedabad,Gujarat,37.6,26.2,31.9,81,46.6,10.3,108,Moderate,1000.3,62.1
26-12-2024,Jaipur,Rajasthan,36.1,29.6,32.8,67.7,0,7.6,116,Moderate,1001.6,52.3
26-12-2024,Lucknow,Uttar Pradesh,40.7,28.6,34.6,47.5,0,6.9,338,Very Poor,990.4,39.1
26-12-2024,Bhopal,Madhya Pradesh,38.8,25.2,32,39.4,10.8,8.9,266,Poor,1006.1,42.5
27-12-2024,Mumbai,Maharashtra,31.2,20.8,26,94.7,0,20.5,273,Poor,999.3,21.2
27-12-2024,Delhi,Delhi,33.3,19.2,26.2,71.9,5.7,17.8,333,Very Poor,1012.4,30.5
27-12-2024,Bengaluru,Karnataka,31.4,24.9,28.2,94.2,39,4.1,95,Satisfactory,993.1,69.8
27-12-2024,Chennai,Tamil Nadu,43.3,29.9,36.6,49.9,0,23.5,96,Satisfactory,1019.9,38.8
27-12-2024,Kolkata,West Bengal,29.2,19.1,24.1,68.8,0.4,12.2,122,Moderate,995.9,95.7
27-12-2024,Hyderabad,Telangana,41,34,37.5,57.5,0,7.2,104,Moderate,1008.1,50.8
27-12-2024,Ahmedabad,Gujarat,44.8,31.1,37.9,87.7,0,20.9,162,Moderate,991.4,52.1
27-12-2024,Jaipur,Rajasthan,29.2,20.5,24.9,93.9,7.3,7.7,212,Poor,1011.4,90.1
27-12-2024,Lucknow,Uttar Pradesh,39.7,30.1,34.9,64.1,7,24.5,301,Very Poor,1018.7,78.8
27-12-2024,Bhopal,Madhya Pradesh,30.6,21.3,26,66.7,0,6.8,110,Moderate,1020.9,10.6
28-12-2024,Mumbai,Maharashtra,32,19.5,25.8,66.4,26,8.5,62,Satisfactory,998.6,52.3
28-12-2024,Delhi,Delhi,32.7,24.1,28.4,40.4,37,22.7,226,Poor,996.8,53
28-12-2024,Bengaluru,Karnataka,41.4,27.5,34.5,70.6,43.7,18.4,53,Satisfactory,1020.5,69
28-12-2024,Chennai,Tamil Nadu,44.4,30.2,37.3,38.2,1.2,10.8,144,Moderate,994.8,53.5
28-12-2024,Kolkata,West Bengal,32,20.6,26.3,87.6,5.6,14.7,137,Moderate,1000.9,40.9
28-12-2024,Hyderabad,Telangana,43.3,30.1,36.7,67.7,72,7.1,267,Poor,1015.1,62.9
28-12-2024,Ahmedabad,Gujarat,30.3,18.3,24.3,56.6,0,6.2,212,Poor,1015.1,57.3
28-12-2024,Jaipur,Rajasthan,40.1,26.5,33.3,45.5,68,8.6,333,Very Poor,993.6,27.1
28-12-2024,Lucknow,Uttar Pradesh,34.2,25.1,29.7,30.9,0,15.2,291,Poor,993.9,38.4
28-12-2024,Bhopal,Madhya Pradesh,28.5,14.7,21.6,37.9,43.4,9.6,86,Satisfactory,1013,60.9
29-12-2024,Mumbai,Maharashtra,30,15.7,22.8,42,0,11.2,76,Satisfactory,997.8,26
29-12-2024,Delhi,Delhi,38,25.5,31.8,74,0,9.9,190,Moderate,998.1,18.5
29-12-2024,Bengaluru,Karnataka,41.7,27.1,34.4,38.4,0,4.5,344,Very Poor,1024.7,67.3
29-12-2024,Chennai,Tamil Nadu,34.7,25.7,30.2,46.1,0,13.8,236,Poor,1003.2,29.8
29-12-2024,Kolkata,West Bengal,32.3,23.3,27.8,31.5,0,18.5,219,Poor,1001,20.5
29-12-2024,Hyderabad,Telangana,29.3,21.6,25.4,70.4,0,12.4,87,Satisfactory,1017.6,23.3
29-12-2024,Ahmedabad,Gujarat,38.3,29.2,33.7,76.1,32.7,11.7,95,Satisfactory,1010.7,15.1
29-12-2024,Jaipur,Rajasthan,25.7,16.5,21.1,94.3,54.3,15.7,242,Poor,1002.9,21.5
29-12-2024,Lucknow,Uttar Pradesh,28.9,19.7,24.3,83.7,0,14.7,133,Moderate,998.8,52.8
29-12-2024,Bhopal,Madhya Pradesh,35.1,27.3,31.2,93.7,5,13.3,251,Poor,998.4,53.5
30-12-2024,Mumbai,Maharashtra,34.2,28.4,31.3,31.2,20.5,6,292,Poor,1003.8,72.6
30-12-2024,Delhi,Delhi,34.6,27.7,31.1,47.6,0,5,176,Moderate,1022,7.8
30-12-2024,Bengaluru,Karnataka,44.6,33,38.8,53.1,0,17.7,264,Poor,1020.8,7.4
30-12-2024,Chennai,Tamil Nadu,45,33.6,39.3,57,8.8,15.5,64,Satisfactory,991.3,25.2
30-12-2024,Kolkata,West Bengal,27.1,22,24.6,57.4,1.9,15.2,187,Moderate,1007.1,29.3
30-12-2024,Hyderabad,Telangana,37.8,25,31.4,35.3,0,6.9,187,Moderate,1008.9,52.8
30-12-2024,Ahmedabad,Gujarat,34.2,28.1,31.2,41.9,0,7.6,293,Poor,997.4,74.9
30-12-2024,Jaipur,Rajasthan,31.5,23.5,27.5,84.9,6.3,9.9,133,Moderate,1010.5,99.3
30-12-2024,Lucknow,Uttar Pradesh,43.6,35.4,39.5,65.1,0,16.4,72,Satisfactory,1016.6,49.9
30-12-2024,Bhopal,Madhya Pradesh,29.9,18.1,24,88.2,0,11.5,345,Very Poor,1001.8,67.3
31-12-2024,Mumbai,Maharashtra,41.3,34.3,37.8,67.5,0,9.7,329,Very Poor,1013.8,52.4
31-12-2024,Delhi,Delhi,29.3,20.6,24.9,51.4,0,23.6,76,Satisfactory,1003.7,24.4
31-12-2024,Bengaluru,Karnataka,42.1,36.8,39.5,92.7,4.2,5.1,171,Moderate,992.5,83.6
31-12-2024,Chennai,Tamil Nadu,35.4,28.6,32,34,3.7,13.5,59,Satisfactory,1017.4,16
31-12-2024,Kolkata,West Bengal,28.2,15.5,21.8,79.4,1.5,21.7,220,Poor,1016.4,24.3
31-12-2024,Hyderabad,Telangana,40.1,32.6,36.4,64.3,25.8,23,265,Poor,1005.6,18
31-12-2024,Ahmedabad,Gujarat,30.1,23.4,26.8,54.8,0,2.4,267,Poor,1021.2,92.5
31-12-2024,Jaipur,Rajasthan,34.3,26.8,30.6,78.4,0,9.3,335,Very Poor,1002.5,43.5
31-12-2024,Lucknow,Uttar Pradesh,30.2,20.2,25.2,91.8,0,23.9,94,Satisfactory,996.6,98.1
31-12-2024,Bhopal,Madhya Pradesh,33.9,25.8,29.8,58.2,0,17,208,Poor,994.8,83.3
01-01-2025,Mumbai,Maharashtra,44.6,35.4,40,42.7,3.5,19.9,328,Very Poor,992.6,60.1
01-01-2025,Delhi,Delhi,27.2,21.2,24.2,76.6,0,24.7,121,Moderate,1021.1,69.4
01-01-2025,Bengaluru,Karnataka,30.2,16.4,23.3,68,0,9.7,257,Poor,995.6,79.3
01-01-2025,Chennai,Tamil Nadu,26.8,15.6,21.2,86.8,0,22.4,282,Poor,1004.8,86.3
01-01-2025,Kolkata,West Bengal,41.3,26.4,33.9,78.7,0,6.4,48,Good,992.2,52.7
01-01-2025,Hyderabad,Telangana,34.5,20.5,27.5,78.7,0,9.3,51,Satisfactory,1007.3,57.9
01-01-2025,Ahmedabad,Gujarat,29.7,17.6,23.6,80.2,0,4.2,60,Satisfactory,1023.4,87.5
01-01-2025,Jaipur,Rajasthan,28.3,17.5,22.9,45.1,0,2.1,239,Poor,1018,45.3
01-01-2025,Lucknow,Uttar Pradesh,30.7,24.3,27.5,73.9,0,15.4,267,Poor,1015.4,32
01-01-2025,Bhopal,Madhya Pradesh,28.7,20.3,24.5,78.4,0,3,75,Satisfactory,1019.3,12.1
02-01-2025,Mumbai,Maharashtra,29.8,20.3,25,81.3,0,12.7,153,Moderate,996.2,25.1
02-01-2025,Delhi,Delhi,40.2,27.8,34,57,0,22,148,Moderate,1023.9,65.6
02-01-2025,Bengaluru,Karnataka,38.9,30.5,34.7,70.7,0,11.7,291,Poor,1011.6,79.9
02-01-2025,Chennai,Tamil Nadu,44.8,39,41.9,62.1,0,3.6,318,Very Poor,1001,98.5
02-01-2025,Kolkata,West Bengal,32.9,19.1,26,32.1,0,6.6,346,Very Poor,1020.2,63.5
02-01-2025,Hyderabad,Telangana,27.7,19.1,23.4,50.2,0,5.3,61,Satisfactory,1017.1,27.6
02-01-2025,Ahmedabad,Gujarat,33.7,24.8,29.2,41.5,0,4.3,66,Satisfactory,998.6,95.5
02-01-2025,Jaipur,Rajasthan,41.3,27.4,34.4,54.6,3,19.9,252,Poor,1019.1,30.5
02-01-2025,Lucknow,Uttar Pradesh,27.7,17.6,22.6,69.8,0,11.7,272,Poor,1021.1,55.5
02-01-2025,Bhopal,Madhya Pradesh,28.5,22.4,25.5,45.6,48.4,11.8,50,Good,1008.2,5.4
03-01-2025,Mumbai,Maharashtra,26.7,14.7,20.7,61.6,0,4,128,Moderate,1012.4,77.9
03-01-2025,Delhi,Delhi,38.7,31.8,35.3,79.2,0,11.2,241,Poor,998.8,5.1
03-01-2025,Bengaluru,Karnataka,25.9,18.7,22.3,77,6.7,23.4,266,Poor,992.6,44.5
